y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Andsuto,99.36337,0.06783,-98.99285,-1.21533,199.33539,-90.45611,Slängpolskorgris,-0.90524,-0.38020,10.29440,-0.28462,True,447.32043
Andsuto,101.25248,0.85282,-101.13350,-1.22427,201.22247,-94.43010,Schottisgris,0.56744,0.57990,11.49812,3.91975,True,455.69565
Andsuto,100.17511,-0.37348,-98.14886,-1.21526,200.14661,-93.37336,Polkagris,0.00460,-0.05483,12.64923,2.19717,True,451.80114
Andsuto,98.31722,0.65167,-103.80602,-1.21411,198.28817,-90.84292,Hambogris,-1.91720,-0.21583,11.73034,2.59592,True,439.68308
Jorgsuto,99.08190,-0.47522,-100.11319,-1.23899,199.05043,-89.65407,Slängpolskorgris,1.34546,0.19519,13.83707,-1.22243,True,445.35290
Andsuto,101.41806,0.91361,-98.78268,-1.19918,201.39162,-94.79340,Schottisgris,0.84748,0.39172,10.81389,-1.27708,True,457.69898
Andjorg,98.87699,-0.91256,-97.56031,-1.23749,198.84657,-88.48112,Hambogris,-3.35181,-1.55943,10.66729,0.41544,True,445.60479
Jorgsuto,99.43643,0.39348,-100.76839,-1.23456,199.40542,-90.59836,Slängpolskorgris,0.66688,0.45304,11.47575,-0.74772,True,446.79795
Andsuto,101.88167,-0.27629,-101.74513,-1.21024,201.85378,-91.57308,Schottisgris,0.79648,-0.57227,10.15008,3.18892,True,458.53580
Jorgsuto,99.41313,-0.18297,-98.68604,-1.23513,199.38261,-90.38086,Slängpolskorgris,-0.56596,0.56030,9.83322,-2.85670,True,447.72262
Andsuto,100.00811,0.83857,-96.10450,-1.21668,199.97955,-93.07378,Polkagris,0.68388,-0.68837,12.28940,-1.75096,True,451.98828
Andsuto,99.72821,1.81906,-99.17864,-1.18439,199.70256,-89.79989,Slängpolskorgris,-0.79833,-0.36089,13.33398,2.23285,True,449.05175
Jorgsuto,99.83177,-0.46832,-104.50682,-1.22010,199.80254,-89.48063,Slängpolskorgris,-2.51396,-0.87534,13.94529,-0.24983,True,446.90543
Andjorg,102.62491,-0.07382,-100.05134,-1.23762,202.59355,-91.45715,Polskorgris,-1.02489,0.08958,12.26756,-5.07016,True,463.09890
Jorgsuto,99.07900,-0.53684,-101.14372,-1.24358,199.04731,-92.31826,Slängpolskorgris,-0.18280,-0.98081,11.67335,-1.71768,True,444.82312
Andsuto,99.57144,-0.11022,-100.33180,-1.20677,199.54306,-90.23094,Slängpolskorgris,-0.05938,-0.73655,10.60528,1.27315,True,447.69131
Andjorg,99.52333,-0.37349,-97.61768,-1.22574,199.49398,-88.16504,Slängpolskorgris,0.77698,-0.44429,12.22652,-4.42007,True,448.80783
Jorgsuto,100.60987,0.68098,-101.73650,-1.25403,200.57691,-90.98737,Polkagris,2.73925,1.60212,10.11961,-2.33555,True,452.18110
Andjorg,101.20654,0.01275,-103.15179,-1.22470,201.17754,-92.96955,Schottisgris,-0.96822,0.15138,12.80723,-1.53726,True,454.45683
Andjorg,99.06965,-0.87777,-97.15563,-1.23337,199.03980,-91.61047,Slängpolskorgris,-1.05639,-0.10364,12.10150,-3.33313,True,446.77042
Andsuto,99.95968,-0.25147,-104.47296,-1.19048,199.93467,-90.67050,Slängpolskorgris,0.03858,-0.93680,11.71965,4.26903,True,447.56191
Andjorg,100.46378,0.69906,-100.28295,-1.22251,200.43485,-90.67877,Polkagris,-1.30882,-1.01291,11.09025,-0.55899,True,452.17745
Andsuto,100.34867,0.50338,-101.83061,-1.21913,200.32030,-90.26232,Polkagris,-0.66291,-0.48866,11.68923,-3.79101,True,450.82803
Jorgsuto,98.30061,-1.22546,-95.42621,-1.19444,198.27391,-88.22140,Hambogris,-1.59966,1.40767,11.60428,-0.76643,True,443.78996
Andjorg,99.89644,-0.13749,-100.63177,-1.22809,199.86699,-92.79793,Slängpolskorgris,-0.99048,-0.78541,11.19560,-1.46700,True,449.16631
Andjorg,100.86345,-0.13218,-102.08553,-1.23229,200.83263,-91.22217,Polkagris,1.30618,-0.42864,8.62910,-3.03232,True,453.27449
Andsuto,100.14949,-0.00738,-101.36214,-1.21587,200.12154,-92.08186,Polkagris,-0.09709,-0.36655,12.32372,3.70037,True,450.06637
Andjorg,99.46484,-0.62831,-95.30926,-1.24024,199.43351,-90.49325,Slängpolskorgris,-1.65507,2.12851,11.89875,-0.33528,True,449.66957
Andsuto,101.13472,0.69634,-99.85825,-1.19357,201.10747,-91.96583,Schottisgris,0.27111,-0.16797,9.80853,3.63005,True,455.74448
Andjorg,100.06068,0.49809,-98.77241,-1.22718,200.03089,-92.17366,Polkagris,-1.12239,0.71736,10.56029,-0.14397,True,450.91721
Jorgsuto,101.82323,-0.64098,-96.75825,-1.22805,201.79304,-92.77991,Schottisgris,-0.66896,0.91686,10.75011,-0.23258,True,460.73700
Andjorg,99.38857,-0.63431,-96.49071,-1.23497,199.35867,-93.00645,Slängpolskorgris,0.78356,0.65923,11.16816,-4.26298,True,448.69750
Jorgsuto,100.59022,-0.10151,-100.85691,-1.23878,200.55905,-92.56939,Polkagris,1.78342,1.87520,13.52324,0.93333,True,452.52265
Andsuto,99.84844,-0.10016,-98.73985,-1.20015,199.82061,-88.35797,Slängpolskorgris,-0.20940,-0.16790,11.30305,3.51650,True,449.87228
Andjorg,99.04608,0.21534,-100.19505,-1.23551,199.01538,-90.24611,Slängpolskorgris,0.49287,-1.17323,10.94003,-2.51609,True,445.13285
Andsuto,100.52814,-0.14168,-99.23581,-1.22181,200.49918,-90.79577,Polkagris,0.24804,1.51970,11.79537,2.09009,True,453.02278
Andsuto,98.11850,0.62084,-99.04837,-1.18906,198.09337,-89.94829,Hambogris,-0.14890,0.76924,10.86188,3.14175,True,441.06830
Andsuto,100.02445,-0.51198,-100.75642,-1.19227,199.99810,-88.61463,Polkagris,1.30674,0.10258,11.88592,3.12955,True,449.74405
Andsuto,99.59656,0.24278,-99.89269,-1.21246,199.56903,-90.36378,Slängpolskorgris,-0.87607,-0.00310,10.70696,1.74274,True,448.03647
Andsuto,99.91303,0.05440,-99.68141,-1.20197,199.88531,-92.21477,Slängpolskorgris,1.66486,-1.01626,11.75909,3.30126,True,449.72446
Andsuto,99.34508,-0.37933,-96.74344,-1.21007,199.31773,-91.97320,Slängpolskorgris,-0.75660,-0.38519,10.54730,3.14791,True,448.35367
Jorgsuto,98.24661,-1.20749,-100.62697,-1.20957,198.21836,-89.46903,Hambogris,-2.01703,-1.02759,15.85464,-0.89688,True,440.91954
Andsuto,99.81091,-0.01098,-105.17635,-1.18574,199.78600,-90.40369,Slängpolskorgris,-1.36563,1.31519,10.60698,2.80600,True,446.46640
Andsuto,100.37053,-0.05872,-102.54525,-1.18499,200.34592,-92.26298,Polkagris,-0.95558,-0.15031,11.10893,0.56826,True,450.58005
Jorgsuto,98.18933,0.02274,-97.66513,-1.20973,198.16154,-88.41699,Hambogris,1.64796,-0.16821,10.99486,-0.56511,True,442.11409
Andjorg,99.48813,0.08569,-98.35484,-1.23304,199.45742,-90.26895,Slängpolskorgris,0.22022,-1.00261,10.33163,-3.52141,True,448.26323
Andsuto,98.70352,-1.55946,-95.81049,-1.20137,198.67575,-88.07370,Hambogris,0.72278,0.02193,12.28717,0.78288,True,445.61235
Jorgsuto,100.52936,-0.05389,-101.89734,-1.19325,200.50289,-93.45292,Polkagris,0.51778,-1.54741,13.21327,0.87368,True,451.69816
Jorgsuto,99.47300,-1.00160,-100.60020,-1.24943,199.44056,-90.90409,Slängpolskorgris,0.89205,1.36049,6.65699,4.26086,True,447.06489
Andjorg,100.77959,-0.23103,-103.64657,-1.22729,200.75000,-93.71017,Polkagris,2.28112,-1.25093,11.14747,-3.67398,True,452.07465
Andsuto,99.21556,0.26091,-97.15033,-1.21198,199.18762,-92.83765,Slängpolskorgris,0.57994,0.03783,12.23852,2.80819,True,447.50263
Andsuto,100.18796,-0.99761,-100.97698,-1.22265,200.15802,-93.69441,Polkagris,-0.14887,-0.94445,10.93663,1.12009,True,450.45132
Andsuto,100.91016,0.99715,-102.18261,-1.19015,200.88394,-92.27831,Polkagris,-0.78722,-1.33332,11.61305,2.82035,True,453.45950
Jorgsuto,99.43531,-0.97772,-94.62207,-1.24263,199.40372,-88.91231,Slängpolskorgris,-1.69097,-1.76750,13.61834,-0.78440,True,449.86549
Andsuto,100.08214,-0.12647,-99.30572,-1.18236,200.05807,-89.47399,Polkagris,-0.45275,-0.02168,10.73696,2.78754,True,450.75783
Andjorg,100.29111,-0.73612,-101.66840,-1.22341,200.26210,-89.62356,Polkagris,0.13182,0.11023,11.05581,-3.70770,True,450.62137
Andjorg,101.53024,0.80029,-100.69960,-1.22357,201.50126,-92.74794,Schottisgris,-1.30038,1.76371,11.02716,-2.56263,True,457.30139
Andjorg,99.86466,0.34637,-97.57163,-1.24303,199.83283,-91.79483,Slängpolskorgris,0.15995,-1.46391,12.58174,-2.74618,True,450.53749
Jorgsuto,100.06449,-0.29904,-101.68985,-1.19626,200.03821,-94.78820,Polkagris,-0.36921,-0.68634,9.62080,0.97326,True,449.47751
Andsuto,101.53329,-0.56973,-98.75731,-1.20194,201.50541,-95.22596,Schottisgris,-0.37122,-0.67605,9.48485,-1.95218,True,458.28778
Jorgsuto,99.37934,0.13419,-102.79303,-1.19323,199.35290,-88.94124,Slängpolskorgris,-1.25219,-1.52791,8.85776,1.66156,True,445.50019
Andsuto,99.34231,-0.32914,-99.47180,-1.19177,199.31661,-90.00372,Slängpolskorgris,-0.54704,-1.10732,13.52051,2.70339,True,446.97564
Andsuto,98.30543,0.28732,-90.70930,-1.21802,198.27604,-89.83542,Hambogris,0.09154,1.24009,11.47242,0.38153,True,446.17249
Andjorg,99.99213,-0.68541,-100.34996,-1.23949,199.96068,-90.39948,Slängpolskorgris,-0.08524,0.81315,11.16362,0.01893,True,449.78565
Andjorg,101.13136,-0.32869,-100.10376,-1.23939,201.10004,-94.33585,Schottisgris,-0.93390,-0.15754,11.76449,-2.67894,True,455.60493
Jorgsuto,100.35267,0.41716,-99.59866,-1.22797,200.32236,-92.38688,Polkagris,0.38776,-0.85745,12.86514,-1.30763,True,451.96402
Andsuto,101.01160,0.46835,-102.89161,-1.21313,200.98374,-91.07234,Schottisgris,0.54239,-0.24164,11.78269,2.33202,True,453.61219
Andsuto,100.62415,0.34829,-104.28388,-1.20062,200.59696,-93.36658,Polkagris,-0.50298,-0.51520,11.17883,-3.17572,True,450.97880
Andjorg,99.76337,-0.46045,-99.38529,-1.21837,199.73531,-92.00473,Slängpolskorgris,-1.91709,-1.48624,9.94731,-3.20279,True,449.12419
Andsuto,96.85594,0.01614,-94.20617,-1.21957,196.82678,-84.65406,Hambogris,0.63094,-0.50920,11.82601,2.00092,True,437.17660
Andsuto,100.19089,0.42775,-100.69246,-1.21621,200.16229,-89.61271,Polkagris,-0.84706,0.49669,11.27340,2.72711,True,450.60822
Andjorg,100.97383,-0.42831,-97.56018,-1.23794,200.94281,-91.03759,Polkagris,-1.08191,1.21104,10.54931,-1.55424,True,456.08904
Andsuto,99.28488,1.11663,-95.99284,-1.20356,199.25724,-90.41209,Slängpolskorgris,-0.22924,-0.38220,11.75451,-2.24309,True,448.42796
Jorgsuto,99.83279,-0.87591,-93.01705,-1.23132,199.80232,-91.62015,Slängpolskorgris,-1.50323,-1.96171,14.33856,0.12941,True,452.65545
Andjorg,100.62907,1.13970,-94.10380,-1.24298,200.59753,-90.51525,Polkagris,-1.47994,0.83912,11.53752,-2.98121,True,456.09345
Andsuto,100.71778,0.88221,-102.93868,-1.18971,200.69117,-92.83904,Polkagris,0.25318,0.11693,11.15618,-1.10074,True,452.11956
Andsuto,99.75338,0.95466,-101.96113,-1.21271,199.72507,-90.60305,Slängpolskorgris,0.30429,-0.43247,11.08702,1.34996,True,447.78634
Andsuto,98.46359,-0.10054,-105.30722,-1.20540,198.43696,-89.88443,Hambogris,1.19022,-0.43238,11.05656,2.69095,True,439.66433
Andjorg,99.59095,-0.76947,-102.87106,-1.23815,199.56026,-88.55437,Slängpolskorgris,-1.17118,1.24932,11.35982,-2.25059,True,446.51923
Jorgsuto,99.38999,0.01135,-92.49956,-1.22976,199.35972,-94.68713,Slängpolskorgris,1.46927,2.96810,11.83431,-3.20715,True,450.70019
Andjorg,100.68880,0.93762,-98.76408,-1.23027,200.65856,-89.90719,Polkagris,1.46822,-0.31187,9.41531,-1.49918,True,454.06196
Andjorg,100.77052,0.06256,-104.80513,-1.23534,200.74074,-93.16695,Polkagris,-1.14341,0.20637,11.09888,-1.08556,True,451.45004
Andjorg,98.43925,-0.12897,-94.06714,-1.23995,198.40838,-88.65555,Hambogris,-1.34870,-2.52835,9.43609,-1.19727,True,445.16270
Andjorg,100.03498,0.82082,-99.20010,-1.22711,200.00610,-92.73525,Polkagris,1.16544,-0.76450,10.83214,-1.12967,True,450.57486
Andsuto,100.35073,-0.47392,-96.58419,-1.20771,200.32356,-91.58898,Polkagris,-0.55689,0.59245,10.01753,2.18619,True,453.46157
Andjorg,99.73606,-1.43892,-106.36305,-1.23457,199.70572,-89.87929,Slängpolskorgris,1.43771,-0.68389,8.28444,-3.23249,True,445.49878
Andsuto,100.77103,0.07198,-104.04833,-1.22292,200.74074,-94.12607,Polkagris,-0.33555,-0.08025,12.74906,3.99173,True,451.83100
Andjorg,100.26407,0.74390,-103.79600,-1.23439,200.23381,-91.44961,Polkagris,0.78662,-3.27122,10.02872,-1.75756,True,449.42237
Jorgsuto,99.66685,-0.34979,-95.83375,-1.23490,199.63624,-94.17621,Slängpolskorgris,-0.53213,0.39040,12.09000,-0.50931,True,450.41739
Andjorg,100.71528,-0.21821,-100.48661,-1.23382,200.68532,-93.12479,Polkagris,1.45572,-1.92781,12.98857,-2.54555,True,453.33312
Andjorg,100.16548,0.21872,-99.98070,-1.23534,200.13558,-91.09416,Polkagris,2.22065,0.53585,10.29703,-2.08498,True,450.83704
Jorgsuto,97.54549,-0.74665,-96.90576,-1.19540,197.51898,-89.13531,Hambogris,1.08620,0.96713,12.44511,-1.84048,True,439.27455
Andjorg,97.97682,-0.39991,-99.15541,-1.23439,197.94664,-90.01402,Hambogris,1.22858,0.28494,11.37835,-1.88508,True,440.30637
Andsuto,100.16188,-0.99390,-99.07349,-1.21430,200.13429,-91.45598,Polkagris,0.38874,0.47172,9.15498,1.82388,True,451.27264
Jorgsuto,99.20500,-1.38878,-98.85779,-1.24417,199.17355,-90.77802,Slängpolskorgris,-0.62911,0.12330,8.82800,-2.68894,True,446.59610
Jorgsuto,99.02737,0.55786,-99.32356,-1.23849,198.99599,-92.19981,Slängpolskorgris,-2.82384,-0.67505,12.69054,-0.20730,True,445.47506
Andsuto,99.93740,-0.12888,-100.78880,-1.19620,199.91055,-90.34937,Slängpolskorgris,1.10182,0.47863,9.70175,-1.57003,True,449.29260
Andjorg,100.64967,-1.30967,-101.16345,-1.23636,200.61956,-92.18530,Polkagris,-0.95388,0.52380,10.86739,0.93615,True,452.66660
Andjorg,99.05289,-0.39419,-96.57590,-1.23070,199.02237,-90.77970,Slängpolskorgris,-2.88189,0.80419,11.93818,-3.32588,True,446.97650
Jorgsuto,97.41532,-1.12339,-94.42767,-1.22514,197.38561,-88.62023,Hambogris,2.72457,3.03428,14.65064,0.35154,True,439.86276
Andjorg,98.47433,-1.65965,-101.67339,-1.22939,198.44518,-92.90871,Hambogris,0.40678,-0.92379,10.40961,-4.62588,True,441.53494
Andjorg,99.97689,-0.34550,-99.38964,-1.22655,199.94731,-93.77764,Slängpolskorgris,0.81205,-1.55085,12.07123,0.06001,True,450.18962
Jorgsuto,100.72516,0.58264,-103.23387,-1.25040,200.69243,-91.64856,Polkagris,1.05289,0.25876,12.14450,-2.00232,True,452.00886
Jorgsuto,100.70254,-0.23553,-94.91450,-1.21421,200.67437,-90.35421,Polkagris,2.51341,0.12283,13.41458,0.31635,True,456.05545
Andsuto,99.91685,-1.21557,-93.90905,-1.20159,199.88912,-89.95564,Slängpolskorgris,0.04849,-0.19701,10.52753,3.12902,True,452.62970
Jorgsuto,101.89622,1.83685,-103.44596,-1.21651,201.86754,-92.09636,Schottisgris,1.20256,-1.44789,11.42906,-1.23967,True,457.75811
Andsuto,97.78136,-0.90663,-96.76568,-1.20006,197.75354,-87.96166,Hambogris,-0.05770,-0.04489,11.02676,3.43445,True,440.52397
Andsuto,100.38401,-0.34157,-99.59771,-1.18678,200.35883,-93.91020,Polkagris,-0.29131,0.21851,9.77884,1.73431,True,452.12121
Andsuto,100.07598,-1.35209,-101.93164,-1.19514,200.04867,-90.20621,Polkagris,-0.03289,-0.06889,8.80491,0.91844,True,449.41407
Jorgsuto,99.35804,-0.11663,-97.81661,-1.22697,199.32815,-87.32178,Slängpolskorgris,0.43329,0.71284,12.42339,-2.03501,True,447.88189
Andjorg,99.14389,0.89646,-102.54173,-1.22963,199.11366,-91.99884,Slängpolskorgris,0.89790,-2.62367,11.02005,-0.37885,True,444.44856
Andsuto,100.63526,0.13520,-103.02579,-1.19598,200.60857,-90.18760,Polkagris,-0.52002,1.11452,8.74012,1.91859,True,451.66342
Andjorg,101.02693,0.39443,-102.78595,-1.23791,200.99628,-92.42484,Schottisgris,0.35929,-0.92796,9.81482,-0.54343,True,453.74170
Andjorg,100.15938,-0.97973,-103.49733,-1.23101,200.13017,-91.13942,Polkagris,0.18552,0.52752,12.09858,-2.01067,True,449.04822
Andjorg,98.10302,-1.02666,-101.15925,-1.22935,198.07273,-88.97850,Hambogris,0.29340,0.73351,11.98700,-0.56445,True,439.93549
Andjorg,100.17314,-0.57080,-105.34033,-1.22405,200.14384,-92.39758,Polkagris,0.15436,0.08692,10.21702,0.09359,True,448.19553
Andjorg,100.30616,0.10977,-95.51205,-1.22704,200.27626,-93.08972,Polkagris,0.63655,-1.66290,9.58398,-2.63115,True,453.77477
Andsuto,100.68036,0.28203,-100.46863,-1.19904,200.65427,-90.36896,Polkagris,-0.06359,-0.20194,8.68990,-0.17621,True,453.16749
Andjorg,98.50011,-0.92599,-101.58772,-1.21826,198.47215,-90.90917,Hambogris,-0.61564,1.75783,10.43482,-3.62418,True,441.70671
Andsuto,101.88686,0.70860,-98.85360,-1.20427,201.85845,-91.20140,Schottisgris,0.18382,-0.71207,11.30199,3.92742,True,460.00748
Andsuto,100.49726,0.72947,-106.01115,-1.21744,200.46873,-93.64397,Polkagris,-0.61628,-0.02860,10.22877,3.15323,True,449.48073
Andsuto,101.24118,0.36261,-101.77991,-1.22126,201.21119,-92.26307,Schottisgris,-1.01200,-0.19028,11.26564,2.04203,True,455.31593
Andjorg,100.51623,0.33949,-104.90408,-1.22804,200.48599,-91.71278,Polkagris,2.34877,0.87213,10.33500,-2.64153,True,450.12911
Andsuto,100.68744,-0.01133,-96.25421,-1.22830,200.65688,-93.07578,Polkagris,1.00163,0.50380,11.32572,0.64118,True,455.31010
Jorgsuto,100.21677,-0.17794,-98.99909,-1.23005,200.18644,-89.01800,Polkagris,-0.34285,-0.57770,14.03943,1.19950,True,451.58428
Andjorg,101.62698,0.72356,-101.67503,-1.23246,201.59700,-93.18206,Schottisgris,-0.81047,1.12092,9.30498,-1.63125,True,457.29740
Andsuto,101.81488,-0.36991,-103.57774,-1.21876,201.78653,-92.59795,Schottisgris,-0.62441,-0.19513,10.32594,1.88210,True,457.28553
Andjorg,99.71045,-0.21069,-98.59592,-1.22782,199.68022,-92.02257,Slängpolskorgris,2.15263,0.17360,10.93453,-0.94213,True,449.25427
Andjorg,99.66537,0.23964,-101.01647,-1.22638,199.63657,-90.62607,Slängpolskorgris,-1.96356,1.04043,12.24181,-2.60218,True,447.81863
Andsuto,99.92065,-0.24613,-91.23740,-1.21330,199.89285,-91.26383,Slängpolskorgris,0.48907,0.44508,10.29562,3.25246,True,453.98454
Andjorg,100.89679,-0.72680,-98.34577,-1.23288,200.86730,-92.47360,Polkagris,-0.95942,0.20586,9.38304,0.98301,True,455.31107
Andjorg,101.05382,0.95446,-96.15178,-1.23063,201.02369,-94.27507,Schottisgris,2.21977,-0.02411,10.96648,-1.02286,True,457.19323
Jorgsuto,99.92562,0.12163,-101.52927,-1.21984,199.89656,-92.15654,Slängpolskorgris,1.32828,-0.15286,13.49848,1.36749,True,448.86345
Andjorg,102.34341,1.10520,-98.34712,-1.22343,202.31429,-92.68814,Polskorgris,1.47886,-3.55956,10.48486,-0.87767,True,462.54348
Andjorg,99.56287,-1.14724,-98.55217,-1.23512,199.53226,-90.95294,Slängpolskorgris,2.25493,-1.39538,12.76714,-3.47179,True,448.53829
Andjorg,100.73936,0.18314,-102.98183,-1.22536,200.71036,-91.19950,Polkagris,-0.31171,-2.12330,11.78388,-3.28916,True,452.20591
Andsuto,98.56776,-0.77191,-94.47270,-1.21559,198.54003,-88.36763,Hambogris,0.25355,-0.54435,12.97159,3.54001,True,445.60244
Andjorg,100.57571,0.32712,-102.91659,-1.22772,200.54563,-91.68237,Polkagris,-0.06476,0.17069,10.36937,-0.45579,True,451.42023
Andjorg,100.25151,0.24633,-97.93551,-1.22809,200.22180,-93.06924,Polkagris,1.32920,-0.16162,11.91112,0.25856,True,452.28978
Jorgsuto,100.46912,-0.42454,-103.33587,-1.19541,200.44284,-89.99039,Polkagris,1.05334,0.64428,10.22052,-1.44981,True,450.67769
Jorgsuto,101.20557,-0.11610,-95.34436,-1.22617,201.17598,-93.73264,Schottisgris,-4.72416,-0.88053,10.20653,-2.74779,True,458.35567
Andjorg,98.70919,0.11243,-93.19753,-1.23322,198.67905,-89.94438,Hambogris,-1.70287,2.23343,11.74212,-1.97684,True,446.94719
Andjorg,98.10871,0.34712,-99.99422,-1.23054,198.07917,-88.57295,Hambogris,1.45515,1.06449,11.31382,-1.74734,True,440.54643
Andjorg,98.45277,-1.33278,-98.73832,-1.22447,198.42404,-90.99963,Hambogris,0.48356,-1.57704,11.47698,-3.34392,True,442.89471
Andjorg,101.89155,0.22847,-98.32855,-1.22329,201.86251,-92.75504,Schottisgris,-0.68476,-1.28746,12.11646,-1.76499,True,460.29349
Andsuto,100.83336,-0.72170,-99.79773,-1.21313,200.80586,-92.59481,Polkagris,0.03942,-0.17520,11.41607,2.18354,True,454.26792
Andjorg,99.59542,1.92465,-98.32731,-1.24253,199.56364,-89.26904,Slängpolskorgris,-0.20736,0.13288,10.02845,-2.78382,True,448.81344
Jorgsuto,98.43599,-1.20211,-98.16464,-1.22511,198.40657,-89.12223,Hambogris,-0.63102,-1.34133,8.67128,2.09916,True,443.09761
Andjorg,98.24633,0.60312,-97.67886,-1.22168,198.21802,-90.89551,Hambogris,-1.81680,0.35421,12.42620,-0.38778,True,442.39224
Jorgsuto,100.13348,-1.13750,-96.06402,-1.19561,200.10689,-91.00389,Polkagris,1.79213,-1.57797,13.13010,0.55078,True,452.63539
Andsuto,99.47166,-0.56916,-104.37278,-1.20101,199.44469,-88.40525,Slängpolskorgris,-1.74500,0.02414,9.51541,0.14404,True,445.17193
Andjorg,99.82792,0.26137,-101.60886,-1.23195,199.79757,-89.78241,Slängpolskorgris,0.26138,-0.62850,7.87165,-1.97801,True,448.33519
Jorgsuto,98.76956,-0.19921,-104.46833,-1.20534,198.74197,-88.25014,Hambogris,0.66207,-1.07087,13.48458,-0.32966,True,441.61365
Andjorg,98.22455,-0.55370,-99.21589,-1.23322,198.19490,-88.16439,Hambogris,-1.64925,0.87934,10.15549,-1.29838,True,441.51482
Jorgsuto,100.06401,-0.41881,-97.82916,-1.22095,200.03486,-90.94004,Polkagris,0.73678,1.77776,8.39377,4.61483,True,451.40548
Andjorg,99.26359,0.58594,-103.52670,-1.22868,199.23424,-92.38915,Slängpolskorgris,0.13224,-0.47991,12.37925,-1.74650,True,444.55458
Andsuto,100.72257,-0.50267,-106.22377,-1.20412,200.69602,-97.29623,Polkagris,0.98282,-0.02198,12.39569,3.23727,True,450.50096
Jorgsuto,101.08522,0.15037,-102.72143,-1.19916,201.05850,-91.43044,Schottisgris,1.75983,0.20868,11.30252,-1.23594,True,454.06537
Andjorg,98.02014,0.08625,-97.82379,-1.22961,197.98996,-89.77182,Hambogris,-1.11657,0.70370,11.39705,-3.46628,True,441.18880
Andsuto,100.41152,-0.06075,-101.29731,-1.21693,200.38252,-90.79603,Polkagris,-0.21665,-0.51466,11.69172,1.37345,True,451.40894
Andsuto,99.30730,0.89792,-105.14865,-1.21498,199.27938,-90.97232,Slängpolskorgris,-0.68766,-0.56830,10.14754,0.02599,True,443.96219
Andjorg,99.21354,-0.19179,-101.11312,-1.23891,199.18270,-91.17472,Slängpolskorgris,-0.20780,-0.71105,9.53885,-3.82692,True,445.51113
Andjorg,100.02853,-0.48094,-98.56320,-1.23603,199.99779,-91.76728,Polkagris,1.88064,-1.59143,12.20267,-3.04815,True,450.86104
Andjorg,100.54906,-0.32636,-94.98536,-1.23986,200.51822,-93.19567,Polkagris,1.44236,1.33534,11.23601,-1.46718,True,455.25260
Andjorg,98.28091,0.04873,-96.05329,-1.22530,198.25170,-87.61483,Hambogris,-0.01808,0.62362,10.89944,-3.44775,True,443.37791
Jorgsuto,100.02413,-0.67385,-96.82135,-1.23856,199.99315,-92.48048,Polkagris,-0.65478,-0.02868,12.84035,-1.10419,True,451.70997
Jorgsuto,100.23551,0.50980,-97.95215,-1.23685,200.20478,-89.98411,Polkagris,0.48677,2.00328,11.77599,-0.51340,True,452.20149
Jorgsuto,100.83982,1.00126,-98.30948,-1.24957,200.80775,-93.09593,Polkagris,-0.61474,0.98797,8.07784,0.98093,True,455.04438
Andjorg,100.87078,0.71356,-103.60282,-1.22042,200.84271,-94.40517,Polkagris,1.42001,0.37249,12.17188,-2.85119,True,452.55248
Andjorg,100.75896,0.67477,-104.74365,-1.24019,200.72749,-88.10469,Polkagris,1.69730,-3.84161,12.51186,-2.50488,True,451.42295
Andsuto,100.89637,0.26826,-99.61590,-1.18663,200.87047,-91.59103,Polkagris,-0.52137,1.29792,9.69471,-0.01601,True,454.67392
Andjorg,100.14796,-0.95187,-106.02588,-1.21855,200.12004,-94.45290,Polkagris,1.07374,-0.78152,9.47388,-2.91200,True,447.72684
Jorgsuto,98.99959,0.01074,-99.25176,-1.23567,198.96894,-89.79890,Slängpolskorgris,0.94311,1.05326,9.92719,-2.90492,True,445.37209
Andsuto,100.78497,-0.53407,-106.15431,-1.22019,200.75620,-93.41798,Polkagris,-0.75286,0.77913,10.80873,3.91948,True,450.84770
Jorgsuto,101.16396,-0.11402,-103.18254,-1.24247,201.13260,-92.23494,Schottisgris,0.06863,0.68870,10.36264,-1.87589,True,454.22853
Andsuto,99.69544,-0.23637,-106.67915,-1.20256,199.66732,-90.56686,Slängpolskorgris,0.46303,-0.40281,11.50958,3.12162,True,445.13761
Andjorg,101.91263,0.71128,-101.94780,-1.24414,201.88056,-90.39832,Schottisgris,0.30928,-0.04820,9.52849,0.76909,True,458.58923
Andjorg,100.68767,-0.49355,-95.61442,-1.22876,200.65830,-93.34912,Polkagris,-1.04984,-0.24268,12.49558,-1.31745,True,455.63117
Jorgsuto,98.91579,-0.58345,-96.68201,-1.24889,198.88364,-91.00135,Hambogris,0.17583,0.31647,11.95813,-0.92661,True,446.23796
Jorgsuto,98.59737,-0.89682,-95.68325,-1.25255,198.56449,-90.51756,Hambogris,1.02055,1.69745,7.68698,1.80113,True,445.14521
Jorgsuto,99.82478,1.23784,-95.06266,-1.25742,199.79173,-88.66116,Slängpolskorgris,1.65311,-0.98613,7.47056,2.02740,True,451.59256
Andjorg,100.09482,0.22253,-101.64213,-1.23925,200.06406,-91.84410,Polkagris,0.39054,-0.10366,10.80585,-0.76654,True,449.65303
Jorgsuto,98.75750,0.23650,-97.73600,-1.24250,198.72616,-90.78489,Hambogris,-1.73518,-1.01622,11.11836,-1.24690,True,444.91952
